id,forecast_time,forecast,site,seller_site,product_id
ab311674-11e9-42e1-be4d-921ff6a6a47d,2025-03-23T01:42:28.299253,0.35279104113578796,Yahoo! Shopping,アイムロワ,1005-1140
0ad7b455-b24c-4148-bba6-da96645ae294,2025-03-23T01:44:34.157847,0.35279104113578796,Yahoo! Shopping,アイムロワ,1005-1140
692f3df7-fde3-44c0-985d-15b5b75188d1,2025-03-23T16:02:33.464106,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
23153d6e-3d1b-4193-8304-8bb54e9b4541,2025-03-23T16:03:18.229601,0.35279104113578796,Yahoo! Shopping,アイムロワ,1005-1140
76b14e2c-dadf-426b-9d1c-20d97fd1a208,2025-03-23T16:06:02.603109,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
4293a9b6-9c44-4403-8d3e-522b322d5cb5,2025-03-23T16:07:14.487467,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
6be9953d-4509-4d82-8230-08adcaccf71b,2025-03-23T16:25:33.439425,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
9b61fdd0-bc17-471a-b7f0-bbe15c24034a,2025-03-24T04:15:06.796225,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
0f7bb759-6e32-4e8e-afaa-4a782bd19f00,2025-03-24T06:20:17.993576,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
43fcfe10-d14b-4ba8-9f34-c02fddb0638f,2025-03-24T09:48:43.408232,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
4cb0799f-ec22-4f67-901b-559ab9595960,2025-03-25T11:00:33.764079,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
f7759814-1113-4e6c-8f97-1077f1b7c138,2025-03-25T11:06:02.767276,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
d2715dcf-d2b5-40fc-963a-a73c27a14ac5,2025-03-25T15:00:32.598531,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
89de8b31-d5be-4ffe-ac3f-d5f1c0fdd1c6,2025-03-25T15:06:00.388215,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
6094b559-7f61-47d8-b21d-096372fa204a,2025-03-25T16:00:30.301150,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
6ddb2fb4-1ca3-4599-8914-381e544c9397,2025-03-25T16:05:58.594136,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
5c4b9832-b54c-4004-9260-998c0419b049,2025-03-25T17:00:32.366088,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
ba34787b-1531-4c69-9fa6-454d60827348,2025-03-25T17:06:00.051374,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
2f74237d-291e-4d98-8794-3a3cbe8140ca,2025-03-25T18:00:31.031292,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
702d9d9d-1795-4bf4-92c0-eaec530a25ff,2025-03-25T18:06:02.043174,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
d292e8b5-3a6b-4dd0-984f-3962f26da803,2025-03-25T20:30:40.496882,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
46433d67-8014-4279-ac20-a8c143ad2822,2025-03-26T01:34:21.963247,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
688b37a5-e0b8-4121-995d-22fc3536b0d5,2025-03-26T01:36:24.759684,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
2e065381-2c31-43d3-b374-5110773682d4,2025-03-26T01:42:37.272096,0.776738703250885,Yahoo! Shopping,アイムロワ,1005-1140
