id,forecast_time,forecast,site,seller_site,product_id
b1451e50-d392-47b6-8dce-c6f502e8c5ed,2025-03-25T20:30:40.812933,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
e3b28218-53b4-4cf9-98a0-28eba417b4d8,2025-03-26T01:34:22.146896,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
6b954354-0a22-4fb9-bc87-b6933d986a7f,2025-03-26T01:36:25.009692,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
e70d0b17-488e-4b9b-b1e7-2ab9bb35314c,2025-03-26T01:42:37.416707,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
907c8728-6dcf-41f4-a47e-745102d4bcd5,2025-03-26T08:24:53.344549,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
86325bec-d826-4a99-9445-2faabd1b6c28,2025-03-26T09:00:37.535674,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
765699c1-8bc4-4eb2-921b-9fa356f6c32c,2025-03-26T10:00:30.316352,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
204744b6-a0d6-450d-b926-56712f9542ff,2025-03-26T11:00:31.120223,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
f371ec6e-6aa0-45af-a6c0-7e9e759221b2,2025-03-26T12:00:29.182141,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
a30d534d-d123-4575-91ce-c2fe7cef6aa5,2025-03-26T13:00:30.292111,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
c109d3ed-d24a-42f0-9619-5a31c6c4cfdf,2025-03-26T13:13:40.267952,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
74501eab-6bfd-402e-931c-199bf2782fde,2025-03-26T14:00:32.962844,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
f07c1cd5-2dd9-463d-bf2f-db9bf11df5d6,2025-03-26T15:00:30.950934,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
8ef401cf-9dd1-4572-b386-6ea0eac7d56c,2025-03-26T16:00:35.865482,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
cb4e55ac-9f51-49c5-b29e-32d2e219c5e1,2025-03-26T17:00:36.186239,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
f168c3c4-c247-432d-83bf-3ebe9c1ab49d,2025-03-26T18:00:33.727351,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
a4d0acb8-55ce-480d-996a-2fbe897e3a28,2025-03-26T19:51:17.841493,0.4753079414367676,Yahoo! Shopping,YUNIA,y102
